Customer ID,Region,State,City,Postal Code,AddressID,Category,Sub-Category,CategoryID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,Product ID,Product Name,Sales,Quantity,Discount,Profit,Catalogue price,Supplier price
MC-17845,South,Mississippi,Jackson,39212,A000318,Technology,Accessories,C0015,686,CA-2014-157784,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,United States,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,47997,3,0.0,16318,15999,10559
MC-17845,South,Mississippi,Jackson,39212,A000318,Office Supplies,Labels,C0013,687,CA-2014-157784,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,United States,OFF-LA-10001934,Avery 516,1462,2,0.0,687,731,387
MC-17845,South,Mississippi,Jackson,39212,A000318,Office Supplies,Paper,C0008,688,CA-2014-157784,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,United States,OFF-PA-10000304,Xerox 1995,1944,3,0.0,933,648,336
RA-19285,East,New York,New York City,10035,A000319,Furniture,Bookcases,C0001,689,CA-2017-161480,2017-12-25,2017-12-29,Standard Class,Ralph Arnett,Consumer,United States,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",19198,2,0.2,479,11999,9359
NP-18325,South,Virginia,Waynesboro,22980,A000320,Furniture,Furnishings,C0004,690,US-2014-117135,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,United States,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,10401,1,0.0,1456,10401,8944
NP-18325,South,Virginia,Waynesboro,22980,A000320,Technology,Phones,C0014,691,US-2014-117135,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,United States,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,28482,1,0.0,7405,28482,21076
NP-18325,South,Virginia,Waynesboro,22980,A000320,Office Supplies,Storage,C0012,692,US-2014-117135,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,United States,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,3684,3,0.0,1031,1228,884
AB-10165,West,California,Los Angeles,90036,A000321,Technology,Accessories,C0015,693,CA-2015-131534,2015-03-28,2015-04-02,Standard Class,Alan Barnes,Consumer,United States,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,16624,1,0.0,2493,16624,14130
AB-10165,West,California,Los Angeles,90036,A000321,Office Supplies,Paper,C0008,694,CA-2015-131534,2015-03-28,2015-04-02,Standard Class,Alan Barnes,Consumer,United States,OFF-PA-10000743,Xerox 1977,3340,5,0.0,1603,668,347
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Art,C0011,695,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",19827,8,0.2,1734,3097,2261
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Labels,C0013,696,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-LA-10002312,Avery 490,4736,4,0.2,1776,1480,740
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Envelopes,C0007,697,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,20098,7,0.2,6280,3589,1973
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Labels,C0013,698,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",9769,4,0.2,3175,3052,1648
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Art,C0011,699,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",269,1,0.2,80,337,188
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Binders,C0010,700,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-BI-10001575,GBC Linen Binding Covers,1858,2,0.7,-1363,3097,1610
JO-15550,East,Pennsylvania,Chester,19013,A000322,Office Supplies,Binders,C0010,701,CA-2015-119291,2015-05-14,2015-05-17,First Class,Jesus Ocampo,Home Office,United States,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,489,3,0.7,-342,543,277
Dl-13600,East,Ohio,Cleveland,44105,A000323,Furniture,Furnishings,C0004,702,CA-2017-114552,2017-09-02,2017-09-08,Standard Class,Dorris liebe,Corporate,United States,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",1507,3,0.2,414,627,364
AS-10285,West,Washington,Seattle,98103,A000324,Furniture,Furnishings,C0004,703,CA-2016-163755,2016-11-04,2016-11-08,Second Class,Alejandro Savely,Corporate,United States,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",20988,3,0.0,3567,6995,5806
JK-15370,West,California,Long Beach,90805,A000325,Furniture,Tables,C0003,704,CA-2015-142027,2015-04-09,2015-04-14,Standard Class,Jay Kimmel,Consumer,United States,FUR-TA-10002774,Laminate Occasional Tables,36991,3,0.2,-1387,15412,12792
BN-11470,South,North Carolina,Cary,27511,A000326,Office Supplies,Paper,C0008,705,CA-2014-138527,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,United States,OFF-PA-10001800,Xerox 220,1036,2,0.2,362,648,336
BN-11470,South,North Carolina,Cary,27511,A000326,Office Supplies,Appliances,C0009,706,CA-2014-138527,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,United States,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,16684,5,0.2,1876,4171,2961
BN-11470,South,North Carolina,Cary,27511,A000326,Technology,Accessories,C0015,707,CA-2014-138527,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,United States,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,1521,1,0.2,228,1902,1293
DP-13165,East,New York,New York City,10035,A000327,Technology,Accessories,C0015,708,CA-2014-112158,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,United States,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,11996,4,0.0,5278,2999,1679
DP-13165,East,New York,New York City,10035,A000327,Furniture,Bookcases,C0001,709,CA-2014-112158,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,United States,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,88392,5,0.2,-11049,22098,19888
DP-13165,East,New York,New York City,10035,A000327,Office Supplies,Binders,C0010,710,CA-2014-112158,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,United States,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",4672,8,0.2,1576,730,386
TH-21550,East,New York,New York City,10035,A000328,Office Supplies,Paper,C0008,711,CA-2014-113887,2014-04-05,2014-04-07,First Class,Tracy Hopkins,Home Office,United States,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5548,1,0.0,2663,5548,2884
AP-10915,South,Florida,Palm Coast,32137,A000329,Office Supplies,Envelopes,C0007,712,CA-2017-146136,2017-09-03,2017-09-07,Standard Class,Arthur Prichep,Consumer,United States,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",2444,4,0.2,886,764,389
RS-19765,East,New York,Mount Vernon,10550,A000330,Office Supplies,Appliances,C0009,713,US-2017-100048,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,United States,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,28133,6,0.0,10972,4688,2860
RS-19765,East,New York,Mount Vernon,10550,A000330,Technology,Phones,C0014,714,US-2017-100048,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,United States,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,30798,2,0.0,8931,15399,10933
RS-19765,East,New York,Mount Vernon,10550,A000330,Technology,Accessories,C0015,715,US-2017-100048,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,United States,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,29997,3,0.0,11398,9999,6199
Dl-13600,West,Washington,Seattle,98105,A000331,Office Supplies,Binders,C0010,716,CA-2014-153150,2014-07-01,2014-07-06,Second Class,Dorris liebe,Corporate,United States,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,1992,5,0.2,697,498,258
SV-20365,East,Delaware,Dover,19901,A000332,Furniture,Furnishings,C0004,717,CA-2014-130092,2014-01-11,2014-01-14,First Class,Seth Vernon,Consumer,United States,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",994,2,0.0,308,497,342
KC-16540,East,Ohio,Newark,43055,A000333,Furniture,Furnishings,C0004,718,CA-2017-108910,2017-09-24,2017-09-29,Standard Class,Kelly Collister,Consumer,United States,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",10305,3,0.2,2447,4293,2619
CK-12325,West,Utah,Orem,84057,A000334,Office Supplies,Binders,C0010,719,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,Christine Kargatis,Home Office,United States,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,5980,3,0.2,1943,2492,1345
CK-12325,West,Utah,Orem,84057,A000334,Furniture,Furnishings,C0004,720,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,Christine Kargatis,Home Office,United States,FUR-FU-10000246,Aluminum Document Frame,7331,6,0.0,2199,1222,855
RD-19810,West,California,Los Angeles,90045,A000335,Office Supplies,Paper,C0008,721,CA-2016-112942,2016-02-13,2016-02-18,Standard Class,Ross DeVincentis,Home Office,United States,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,14682,3,0.0,7341,4894,2447
MP-17965,Central,Michigan,Detroit,48205,A000336,Furniture,Tables,C0003,722,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,Michael Paige,Corporate,United States,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,165294,3,0.0,23141,55098,47384
MP-17965,Central,Michigan,Detroit,48205,A000336,Office Supplies,Storage,C0012,723,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,Michael Paige,Corporate,United States,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",29637,3,0.0,8001,9879,7211
MR-17545,East,Pennsylvania,Philadelphia,19140,A000337,Furniture,Furnishings,C0004,724,CA-2014-117429,2014-10-07,2014-10-13,Standard Class,Mathew Reese,Home Office,United States,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",12991,5,0.2,2111,3247,2176
SC-20695,South,Florida,Hialeah,33012,A000338,Office Supplies,Supplies,C0005,725,CA-2016-114713,2016-07-07,2016-07-12,Standard Class,Steve Chapman,Corporate,United States,OFF-SU-10004664,Acme Softgrip Scissors,4558,7,0.2,512,814,577
JF-15355,Central,Texas,Austin,78745,A000339,Office Supplies,Envelopes,C0007,726,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,Jay Fein,Consumer,United States,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",1756,2,0.2,636,1098,559
JF-15355,Central,Texas,Austin,78745,A000339,Technology,Phones,C0014,727,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,Jay Fein,Consumer,United States,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,5599,1,0.2,559,6998,5039
EG-13900,East,New York,Oceanside,11572,A000340,Office Supplies,Paper,C0008,728,US-2016-150861,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,OFF-PA-10001954,Xerox 1964,18272,8,0.0,8405,2284,1233
EG-13900,East,New York,Oceanside,11572,A000340,Furniture,Tables,C0003,729,US-2016-150861,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",40003,2,0.4,-15334,33336,27668
EG-13900,East,New York,Oceanside,11572,A000340,Office Supplies,Storage,C0012,730,US-2016-150861,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,OFF-ST-10004634,"Personal Folder Holder, Ebony",3363,3,0.0,1008,1121,784
EG-13900,East,New York,Oceanside,11572,A000340,Furniture,Chairs,C0002,731,US-2016-150861,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",54264,3,0.1,10249,20097,14671
EG-13900,East,New York,Oceanside,11572,A000340,Office Supplies,Labels,C0013,732,US-2016-150861,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,OFF-LA-10001317,Avery 520,630,2,0.0,302,315,163
DS-13030,West,Washington,Seattle,98115,A000341,Office Supplies,Storage,C0012,733,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,24294,3,0.0,971,8098,7774
DS-13030,West,Washington,Seattle,98115,A000341,Technology,Accessories,C0015,734,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,TEC-AC-10003610,Logitech Illuminated - Keyboard,17997,3,0.0,8638,5999,3119
DS-13030,West,Washington,Seattle,98115,A000341,Office Supplies,Binders,C0010,735,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,9969,6,0.2,3364,2077,1100
DS-13030,West,Washington,Seattle,98115,A000341,Office Supplies,Binders,C0010,736,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,2793,4,0.2,942,872,462
DS-13030,West,Washington,Seattle,98115,A000341,Furniture,Bookcases,C0001,737,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,8498,1,0.0,1869,8498,6628
DS-13030,West,Washington,Seattle,98115,A000341,Office Supplies,Binders,C0010,738,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,United States,OFF-BI-10000138,Acco Translucent Poly Ring Binders,1872,5,0.2,655,468,243
GZ-14470,West,California,San Francisco,94110,A000342,Technology,Accessories,C0015,739,CA-2014-132500,2014-09-08,2014-09-12,Standard Class,Gary Zandusky,Consumer,United States,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,4998,2,0.0,849,2499,2074
PO-19195,Central,Illinois,Naperville,60540,A000343,Office Supplies,Labels,C0013,740,CA-2014-112326,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,United States,OFF-LA-10003223,Avery 508,1178,3,0.2,427,491,250
PO-19195,Central,Illinois,Naperville,60540,A000343,Office Supplies,Storage,C0012,741,CA-2014-112326,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,United States,OFF-ST-10002743,SAFCO Boltless Steel Shelving,27273,3,0.2,-6477,11363,11250
PO-19195,Central,Illinois,Naperville,60540,A000343,Office Supplies,Binders,C0010,742,CA-2014-112326,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,United States,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,354,2,0.8,-548,885,451
SS-20875,Central,Texas,Dallas,75220,A000344,Office Supplies,Supplies,C0005,743,US-2016-146710,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,United States,OFF-SU-10004498,Martin-Yale Premier Letter Opener,5152,5,0.2,-1094,1288,1249
SS-20875,Central,Texas,Dallas,75220,A000344,Office Supplies,Paper,C0008,744,US-2016-146710,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,United States,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",352,1,0.2,114,441,238
SS-20875,Central,Texas,Dallas,75220,A000344,Office Supplies,Paper,C0008,745,US-2016-146710,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,United States,OFF-PA-10004971,Xerox 196,462,1,0.2,167,577,294
SS-20875,Central,Texas,Dallas,75220,A000344,Office Supplies,Supplies,C0005,746,US-2016-146710,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,United States,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",5516,4,0.2,620,1723,1224
MH-17785,West,California,San Diego,92105,A000345,Furniture,Tables,C0003,747,CA-2014-124429,2014-05-27,2014-05-27,Same Day,Maya Herman,Corporate,United States,FUR-TA-10002607,KI Conference Tables,56712,10,0.2,-2835,7089,5954
MH-17785,West,California,San Diego,92105,A000345,Office Supplies,Storage,C0012,748,CA-2014-124429,2014-05-27,2014-05-27,Same Day,Maya Herman,Corporate,United States,OFF-ST-10001809,Fellowes Officeware Wire Shelving,35932,4,0.0,718,8983,8803
PB-19105,Central,Illinois,Evanston,60201,A000346,Technology,Phones,C0014,749,CA-2016-150889,2016-03-20,2016-03-22,Second Class,Peter Bühler,Consumer,United States,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,1199,1,0.2,89,1499,1109
RF-19735,Central,Michigan,Trenton,48183,A000347,Office Supplies,Binders,C0010,750,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,United States,OFF-BI-10003638,GBC Durable Plastic Covers,5805,3,0.0,2670,1934,1044
RF-19735,Central,Michigan,Trenton,48183,A000347,Furniture,Furnishings,C0004,751,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,United States,FUR-FU-10003577,Nu-Dell Leatherette Frames,15774,11,0.0,5678,1434,917
RF-19735,Central,Michigan,Trenton,48183,A000347,Office Supplies,Art,C0011,752,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,United States,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",5698,7,0.0,2279,813,488
RF-19735,Central,Michigan,Trenton,48183,A000347,Office Supplies,Binders,C0010,753,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,United States,OFF-BI-10000546,Avery Durable Binders,288,1,0.0,141,288,146
YC-21895,West,California,San Francisco,94110,A000348,Technology,Copiers,C0017,754,CA-2016-110499,2016-04-07,2016-04-09,First Class,Yoseph Carroll,Corporate,United States,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,119997,3,0.2,37499,49999,27499
MS-17830,West,California,Los Angeles,90036,A000349,Furniture,Furnishings,C0004,755,CA-2015-135272,2015-12-07,2015-12-12,Standard Class,Melanie Seite,Consumer,United States,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,7992,4,0.0,2877,1998,1278
NB-18655,South,Florida,Jacksonville,32216,A000350,Furniture,Tables,C0003,756,CA-2016-140928,2016-09-18,2016-09-22,Standard Class,Nona Balk,Corporate,United States,FUR-TA-10001095,Chromcraft Round Conference Tables,38343,4,0.45,-16731,17429,13768
DC-13285,Central,Minnesota,Cottage Grove,55016,A000351,Office Supplies,Storage,C0012,757,CA-2014-106803,2014-12-29,2015-01-02,Standard Class,Debra Catini,Consumer,United States,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,2456,2,0.0,687,1228,884
DC-13285,Central,Minnesota,Cottage Grove,55016,A000351,Technology,Accessories,C0015,758,CA-2014-106803,2014-12-29,2015-01-02,Standard Class,Debra Catini,Consumer,United States,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,11980,4,0.0,4792,2995,1797
CP-12340,East,New York,New York City,10009,A000352,Office Supplies,Binders,C0010,759,CA-2017-117240,2017-07-23,2017-07-28,Standard Class,Christine Phan,Corporate,United States,OFF-BI-10000848,Angle-D Ring Binders,1312,3,0.2,426,547,295
BF-11020,Central,Wisconsin,Green Bay,54302,A000353,Office Supplies,Paper,C0008,760,CA-2017-133333,2017-09-18,2017-09-22,Standard Class,Barry Französisch,Corporate,United States,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",2272,4,0.0,1022,568,312
AR-10510,West,California,Los Angeles,90004,A000354,Office Supplies,Paper,C0008,761,CA-2015-112319,2015-08-31,2015-09-05,Standard Class,Andrew Roberts,Consumer,United States,OFF-PA-10003441,Xerox 226,5832,9,0.0,2799,648,336
JC-16105,South,Georgia,Atlanta,30318,A000355,Office Supplies,Labels,C0013,762,CA-2017-126046,2017-11-03,2017-11-07,Standard Class,Julie Creighton,Corporate,United States,OFF-LA-10004484,Avery 476,1239,3,0.0,569,413,223
LH-17020,East,Ohio,Columbus,43229,A000356,Technology,Phones,C0014,763,CA-2015-114923,2015-02-08,2015-02-13,Standard Class,Lisa Hazard,Consumer,United States,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,10798,3,0.4,-2699,5999,4499
CS-12250,South,Louisiana,Bossier City,71111,A000357,Office Supplies,Envelopes,C0007,764,CA-2014-162775,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,United States,OFF-EN-10001990,Staple envelope,1136,2,0.0,533,568,301
CS-12250,South,Louisiana,Bossier City,71111,A000357,Office Supplies,Envelopes,C0007,765,CA-2014-162775,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,United States,OFF-EN-10001532,Brown Kraft Recycled Envelopes,5094,3,0.0,2547,1698,849
CS-12250,South,Louisiana,Bossier City,71111,A000357,Technology,Accessories,C0015,766,CA-2014-162775,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,United States,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,64674,6,0.0,25869,10779,6467
CS-12250,South,Louisiana,Bossier City,71111,A000357,Office Supplies,Binders,C0010,767,CA-2014-162775,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,United States,OFF-BI-10004187,3-ring staple pack,564,3,0.0,270,188,97
CS-12250,South,Louisiana,Bossier City,71111,A000357,Office Supplies,Storage,C0012,768,CA-2014-162775,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,United States,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,57258,6,0.0,3435,9543,8970
AJ-10795,South,Florida,Saint Petersburg,33710,A000358,Furniture,Furnishings,C0004,769,CA-2014-106810,2014-05-14,2014-05-20,Standard Class,Anthony Johnson,Corporate,United States,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,31088,2,0.2,2331,19430,14378
LE-16810,South,Virginia,Arlington,22204,A000359,Furniture,Chairs,C0002,770,CA-2016-157245,2016-05-19,2016-05-24,Standard Class,Laurel Elliston,Consumer,United States,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,64196,2,0.0,17974,32098,23110
BV-11245,Central,Iowa,Des Moines,50315,A000360,Office Supplies,Binders,C0010,771,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,1828,2,0.0,914,914,457
BV-11245,Central,Iowa,Des Moines,50315,A000360,Technology,Phones,C0014,772,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,TEC-PH-10004614,AT&T 841000 Phone,20700,3,0.0,5175,6900,5175
BV-11245,Central,Iowa,Des Moines,50315,A000360,Office Supplies,Binders,C0010,773,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,OFF-BI-10000301,GBC Instant Report Kit,3235,5,0.0,1617,647,323
BV-11245,Central,Iowa,Des Moines,50315,A000360,Office Supplies,Binders,C0010,774,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,771,1,0.0,346,771,424
BV-11245,Central,Iowa,Des Moines,50315,A000360,Office Supplies,Art,C0011,775,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,4029,2,0.0,1088,2014,1470
BV-11245,Central,Iowa,Des Moines,50315,A000360,Furniture,Furnishings,C0004,776,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",3458,7,0.0,1452,493,286
DL-12865,East,Ohio,Cincinnati,45231,A000361,Office Supplies,Art,C0011,777,CA-2014-165974,2014-06-29,2014-07-06,Standard Class,Dan Lawera,Consumer,United States,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",3276,7,0.2,368,585,415
NZ-18565,West,California,San Francisco,94110,A000362,Furniture,Chairs,C0002,778,CA-2015-144267,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,United States,FUR-CH-10002335,Hon GuestStacker Chair,54400,3,0.2,4080,22667,16773
NZ-18565,West,California,San Francisco,94110,A000362,Office Supplies,Paper,C0008,779,CA-2015-144267,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,United States,OFF-PA-10000157,Xerox 191,5994,3,0.0,2817,1998,1058
NZ-18565,West,California,San Francisco,94110,A000362,Office Supplies,Paper,C0008,780,CA-2015-144267,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,United States,OFF-PA-10001947,Xerox 1974,2392,4,0.0,1172,598,304
NZ-18565,West,California,San Francisco,94110,A000362,Office Supplies,Paper,C0008,781,CA-2015-144267,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,United States,OFF-PA-10003657,Xerox 1927,428,1,0.0,192,428,235
BM-11785,East,Ohio,Columbus,43229,A000363,Office Supplies,Binders,C0010,782,US-2015-157014,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,United States,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,3207,5,0.7,-2244,2137,1090
BM-11785,East,Ohio,Columbus,43229,A000363,Technology,Accessories,C0015,783,US-2015-157014,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,United States,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2400,2,0.2,-270,1500,1335
BM-11785,East,Ohio,Columbus,43229,A000363,Furniture,Bookcases,C0001,784,US-2015-157014,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,United States,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",3549,1,0.5,-1561,7098,5110
BM-11785,East,Ohio,Columbus,43229,A000363,Technology,Accessories,C0015,785,US-2015-157014,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,United States,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,4798,2,0.2,59,2999,2369
EA-14035,South,South Carolina,Columbia,29203,A000364,Office Supplies,Envelopes,C0007,786,CA-2015-154921,2015-05-23,2015-05-28,Standard Class,Erin Ashbrook,Corporate,United States,OFF-EN-10000056,Cameo Buff Policy Envelopes,18669,3,0.0,8774,6223,3298
CL-12565,West,California,Lancaster,93534,A000365,Office Supplies,Binders,C0010,787,CA-2017-129567,2017-03-17,2017-03-21,Second Class,Clay Ludtke,Consumer,United States,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,1745,2,0.2,589,1090,578
